cost_name,player_name,normal_cost,relief_only_cost,pitcher_only_cost,fielder_only_cost,two_way_cost,cost_exempt
2025年12月コスト改定,霧雨　魔理沙,12,,10,4,,false
2025年12月コスト改定,茨木　華扇,8,,,,,false
2025年12月コスト改定,少名　針妙丸,5,,,,,false
2025年12月コスト改定,蘇我　屠自古,7,5,,,,false
2025年12月コスト改定,奥野田　美宵,5,,,,,false
2025年12月コスト改定,アリス・マーガトロイド,8,,,,,false
2025年12月コスト改定,九十九　八橋,3,,,,,false
2025年12月コスト改定,九十九　弁々,3,,,,,false
2025年12月コスト改定,秦　こころ,3,,,,,false
2025年12月コスト改定,リリーホワイト,2,,,,,false
2025年12月コスト改定,三頭　慧ノ子,4,3,,,,false
2025年12月コスト改定,牛崎　潤美,4,,,,,false
2025年12月コスト改定,レティ・ホワイトロック,2,,,,,false
2025年12月コスト改定,堀川　雷鼓,9,,,,,false
2025年12月コスト改定,豪徳寺　ミケ,1,,,,,false
2025年12月コスト改定,物部　布都,6,,,,,false
2025年12月コスト改定,高麗野　あうん,3,,,,,false
2025年12月コスト改定,天弓　千亦,7,,,,,false
2025年12月コスト改定,霍　青娥,4,,,,,false
2025年12月コスト改定,大妖精,3,,,,,false
2025年12月コスト改定,チルノ,1,,,,,false
2025年12月コスト改定,豊聡耳　神子,10,,,,,false
2025年12月コスト改定,宮古　芳香,3,,,,,false
2025年12月コスト改定,エタニティラルバ,1,,,,,false
2025年12月コスト改定,驪駒　早鬼,10,,,,,false
2025年12月コスト改定,風見　幽香,4,,,,,false
2025年12月コスト改定,比那名居　天子,2,,,,,false
2025年12月コスト改定,秋　静葉,1,,,,,false
2025年12月コスト改定,宇佐見　菫子,7,,,,,false
2025年12月コスト改定,坂田　ネムノ,3,,,,,false
2025年12月コスト改定,飯綱丸　龍,9,,6,3,,false
2025年12月コスト改定,秋　穣子,2,,,,,false
2025年12月コスト改定,東風谷　早苗,7,,,,,false
2025年12月コスト改定,宇佐見　蓮子,2,,,,,false
2025年12月コスト改定,エリー,1,,,,,false
2025年12月コスト改定,マエリベリー・ハーン,3,,,,,false
2025年12月コスト改定,埴安神　袿姫,6,,,,,false
2025年12月コスト改定,洩矢　諏訪子,2,,,,,false
2025年12月コスト改定,八坂　神奈子,5,,,,,false
2025年12月コスト改定,山城　たかね,3,,,,,false
2025年12月コスト改定,河城　にとり,2,,,,,false
2025年12月コスト改定,菅牧　典,5,,,,,false
2025年12月コスト改定,犬走　椛,4,,,,,false
2025年12月コスト改定,永江　衣玖,4,,,,,false
2025年12月コスト改定,姫海棠　はたて,7,,,,,false
2025年12月コスト改定,鍵山　雛,2,,,,,false
2025年12月コスト改定,杖刀偶　磨弓,9,,,,,false
2025年12月コスト改定,射命丸　文,10,,,,,false
2025年12月コスト改定,多々良　小傘,8,,,,,false
2025年12月コスト改定,オレンジ,1,,,,,false
2025年12月コスト改定,わかさぎ姫,1,,,,,false
2025年12月コスト改定,八意　永琳,8,,,,,false
2025年12月コスト改定,メルラン・プリズムリバー,3,,,,,false
2025年12月コスト改定,メディスン・メランコリー,2,,,,,false
2025年12月コスト改定,綿月　豊姫,5,,,,,false
2025年12月コスト改定,四季映姫・ヤマザナドゥ,9,,,,,false
2025年12月コスト改定,稀神　サグメ,7,3,,,,false
2025年12月コスト改定,ルナサ・プリズムリバー,2,,,,,false
2025年12月コスト改定,リリカ・プリズムリバー,7,,,,,false
2025年12月コスト改定,稗田　阿求,3,,,,,false
2025年12月コスト改定,本居　小鈴,6,4,,,,false
2025年12月コスト改定,摩多羅　隠岐奈,9,,,,,false
2025年12月コスト改定,爾子田　里乃,6,,,,,false
2025年12月コスト改定,丁礼田　舞,6,,,,,false
2025年12月コスト改定,蓬莱山　輝夜,9,,,,,false
2025年12月コスト改定,鈴瑚,4,,,,,false
2025年12月コスト改定,ドレミー・スイート,4,,,,,false
2025年12月コスト改定,鈴仙・優曇華院・イナバ,2,,,,,false
2025年12月コスト改定,因幡　てゐ,2,,,,,false
2025年12月コスト改定,今泉　影狼,3,,,,,false
2025年12月コスト改定,藤原　妹紅,5,,,,,false
2025年12月コスト改定,上白沢　慧音,2,,,,,false
2025年12月コスト改定,レイセン,1,,,,,false
2025年12月コスト改定,綿月　依姫,9,,,,,false
2025年12月コスト改定,小野塚　小町,3,,,,,false
2025年12月コスト改定,清蘭,3,,,,,false
2025年12月コスト改定,古明地　さとり,5,2,,,,false
2025年12月コスト改定,村紗　水蜜,8,5,,,,false
2025年12月コスト改定,聖　白蓮,6,,,,,false
2025年12月コスト改定,水橋　パルスィ,1,,,,,false
2025年12月コスト改定,矢田寺　成美,5,3,,,,false
2025年12月コスト改定,姫虫　百々世,8,,,,,false
2025年12月コスト改定,雲居　一輪,2,,,,,false
2025年12月コスト改定,ミスティア・ローレライ,2,,,,,false
2025年12月コスト改定,朱鷺子,3,,,,,false
2025年12月コスト改定,古明地　こいし,6,,,,,false
2025年12月コスト改定,天火人　ちやり,8,,,,,false
2025年12月コスト改定,宮出口　瑞霊,8,5,,,,false
2025年12月コスト改定,キスメ,1,,,,,false
2025年12月コスト改定,封獣ぬえ,5,,,,,false
2025年12月コスト改定,幽谷　響子,2,,,,,false
2025年12月コスト改定,星熊　勇儀,9,,,,,false
2025年12月コスト改定,夢月,4,,,,,false
2025年12月コスト改定,寅丸　星,5,,,,,false
2025年12月コスト改定,幻月,3,,,,,false
2025年12月コスト改定,ナズーリン,2,,,,,false
2025年12月コスト改定,鬼人　正邪,4,,,,,false
2025年12月コスト改定,火焔猫　燐,5,,,,,false
2025年12月コスト改定,二ツ岩　マミゾウ,4,,,,,false
2025年12月コスト改定,霊烏路　空,7,,,,,false
2025年12月コスト改定,黒谷　ヤマメ,3,,,,,false
2025年12月コスト改定,饕餮　尤魔,6,,,,,false
2025年12月コスト改定,魅魔,7,,,,,false
2025年12月コスト改定,ユキ,1,,,,,false
2025年12月コスト改定, マイ,2,1,,,,false
2025年12月コスト改定,朝倉　理香子,6,,,,,false
2025年12月コスト改定,サリエル,5,3,,,,false
2025年12月コスト改定,玉造　魅須丸,6,,,,,false
2025年12月コスト改定,神綺,4,,,,,false
2025年12月コスト改定,カナ・アナベラル,2,,,,,false
2025年12月コスト改定,エリス,1,,,,,false
2025年12月コスト改定,エレン,2,,,,,false
2025年12月コスト改定,クラウンピース,9,,,,,false
2025年12月コスト改定,日白　残無,4,,,,,false
2025年12月コスト改定,里香,1,,,,,false
2025年12月コスト改定,純狐,8,,,,,false
2025年12月コスト改定,北白河　ちゆり,3,,,,,false
2025年12月コスト改定,サラ,1,,,,,false
2025年12月コスト改定,ヘカーティア・ラピスラズリ,10,,,,,false
2025年12月コスト改定,岡崎　夢美,12,,,,,false
2025年12月コスト改定,夢子,6,,,,,false
2025年12月コスト改定,豫母都　日狭美,5,,,,,false
2025年12月コスト改定,小兎姫,3,,,,,false
2025年12月コスト改定,明羅,5,,,,,false
2025年12月コスト改定,コンガラ,2,,,,,false
2025年12月コスト改定,ルイズ,1,,,,,false
2025年12月コスト改定,くるみ,2,,,,,false
2025年12月コスト改定,ユウゲンマガン,1,,,,,false
2025年12月コスト改定,赤蛮奇,2,,,,,false
2025年12月コスト改定,庭渡　久侘歌,4,,,,,false
2025年12月コスト改定,駒草　山如,5,4,,,,false
2025年12月コスト改定,依神　女苑,7,,,,,false
2025年12月コスト改定,依神　紫苑,8,,,,,false
2025年12月コスト改定,戎　瓔花,2,,,,,false
2025年12月コスト改定,八雲　紫,6,,,,,false
2025年12月コスト改定,スターサファイア,1,,,,,false
2025年12月コスト改定,ルナチャイルド,1,,,,,false
2025年12月コスト改定,サニーミルク,1,,,,,false
2025年12月コスト改定,パチュリー・ノーレッジ,3,,,,,false
2025年12月コスト改定,小悪魔,1,,,,,false
2025年12月コスト改定,キクリ,1,,,,,false
2025年12月コスト改定,吉弔　八千慧,3,,,,,false
2025年12月コスト改定,西行寺　幽々子,2,,,,,false
2025年12月コスト改定,八雲　藍,9,,,,,false
2025年12月コスト改定,橙,1,,,,,false
2025年12月コスト改定,十六夜　咲夜,9,,,,,false
2025年12月コスト改定,リグル・ナイトバグ,1,,,,,false
2025年12月コスト改定,レミリア・スカーレット,12,,,,,false
2025年12月コスト改定,伊吹　萃香,3,,,,,false
2025年12月コスト改定,紅　美鈴,4,,,,,false
2025年12月コスト改定,ルーミア,2,,,,,false
2025年12月コスト改定,魂魄　妖夢,2,,,,,false
2025年12月コスト改定,フランドール・スカーレット,8,,,,,false
2025年12月コスト改定,孫　美天,3,,,,,false
2025年12月コスト改定,有原　翼,,4,7,7,15,false
2025年12月コスト改定,野崎　夕姫,,4,7,7,15,false
2025年12月コスト改定,竹富　亜矢,,,1,3,4,false
2025年12月コスト改定,鈴木　和香,,,3,5,8,false
2025年12月コスト改定,花山　栄美,,,2,3,5,false
2025年12月コスト改定,中野　綾香,,,5,7,12,false
2025年12月コスト改定,直江　太結,,,6,6,13,false
2025年12月コスト改定,本庄　千景,,3,5,5,11,false
2025年12月コスト改定,近藤　咲,,,3,6,9,false
2025年12月コスト改定,永井　加奈子,,,5,7,13,false
2025年12月コスト改定,新田　美奈子,,,1,2,3,false
2025年12月コスト改定,岩城　良美,,,4,5,9,false
2025年12月コスト改定,九十九　伽奈,,3,5,4,9,false
2025年12月コスト改定,坂上　芽衣,,,3,3,6,false
2025年12月コスト改定,宇喜多　茜,,,5,4,9,false
2025年12月コスト改定,倉敷　舞子,,4,7,4,12,false
2025年12月コスト改定,阿佐田　あおい,,,5,2,7,false
2025年12月コスト改定,天草　琴音,,1,1,2,3,false
2025年12月コスト改定,東雲　龍,,,7,6,14,false
2025年12月コスト改定,初瀬　麻里安,,,1,1,2,false
2025年12月コスト改定,泉田　京香,,,3,6,9,false
2025年12月コスト改定,朝比奈　いろは,,2,3,7,11,false
2025年12月コスト改定,仙波　綾子,,,1,5,6,false
2025年12月コスト改定,柊　琴葉,,,2,3,5,false
2025年12月コスト改定,秋乃　小麦,,,5,3,8,false
2025年12月コスト改定,椎名　ゆかり,,,3,2,5,false
2025年12月コスト改定,逢坂　ここ,,,4,7,12,false
2025年12月コスト改定,月島　結衣,,,2,3,5,false
2025年12月コスト改定,河北　智恵,,,3,8,12,false
2025年12月コスト改定,塚原　雫,,,5,4,9,false
2025年12月コスト改定,我妻　天,,,5,1,6,false
2025年12月コスト改定,桜田　千代,,,1,6,7,false
2025年12月コスト改定,小鳥遊　柚,,,1,4,5,false
2025年12月コスト改定,リン・レイファ,,,1,4,5,false
2025年12月コスト改定,草刈　ルナ,,,1,4,5,false
2025年12月コスト改定,エレナ・スタルヒン,,,5,4,9,false
2025年12月コスト改定,條島　もも,,,1,3,4,false
2025年12月コスト改定,水原　碧澄,,5,6,5,12,false
2025年12月コスト改定,琴宮　千寿,,,1,1,2,false
2025年12月コスト改定,掛橋　桃子,1,,,,,false
2025年12月コスト改定,キズナ　アイ,6,,,,,false
2025年12月コスト改定,アメリア・サンダース,5,,,,,false
2025年12月コスト改定,有原　ゆい,8,,,,,false
2025年12月コスト改定,椎名　じゅり,6,,,,,false
2025年12月コスト改定,涼宮　ハルヒ,12,,,,,false
2025年12月コスト改定,長門　有希,12,,,,,false
2025年12月コスト改定,朝比奈　みくる,2,,,,,false
2025年12月コスト改定,鶴屋さん,2,,,,,false
2025年12月コスト改定,神宮寺　小也香,9,,,,,false
2025年12月コスト改定,牧野　花,3,,,,,false
2025年12月コスト改定,一二三　ゆり,,,2,4,6,false
2025年12月コスト改定,藤堂　たいら,6,,,,,false
2025年12月コスト改定,西宮　アリス,,3,5,5,11,false
2025年12月コスト改定,高坂　椿,3,,,,,false
2025年12月コスト改定,潮見　凪沙,6,5,,,,false
2025年12月コスト改定,風祭　せりな,5,,,,,false
2025年12月コスト改定,岸　楓佳,3,,,,,false
2025年12月コスト改定,森　ベロニカ　奈緒子,5,,,,,false
2025年12月コスト改定,各務原　なでしこ,5,,,,,false
2025年12月コスト改定,志摩　リン,7,,,,,false
2025年12月コスト改定,大垣　千明,3,,,,,false
2025年12月コスト改定,犬山　あおい,4,,,,,false
2025年12月コスト改定,斉藤　恵那,3,,,,,false
2025年12月コスト改定,紗倉　ひびき,4,,,,,false
2025年12月コスト改定,奏流院　朱美,5,,,,,false
2025年12月コスト改定,夏葉　舞,7,4,,,,false
2025年12月コスト改定,鬼塚　桐,5,,,,,false
2025年12月コスト改定,樫野　亜沙,3,,,,,false
2025年12月コスト改定,大咲　みよ,3,,,,,false
2025年12月コスト改定,芹澤　結,3,,,,,false
2025年12月コスト改定,乾　ケイ,6,,,,,false
2025年12月コスト改定,今田　杏珠,4,,,,,false
2025年12月コスト改定,宮井　都子,4,,,,,false
2025年12月コスト改定,水浦　七瀬,7,,,,,false
2025年12月コスト改定,光田　つばめ,2,,,,,false
2025年12月コスト改定,草刈　レナ,10,,,,,false
2025年12月コスト改定,鎌部　千秋,7,,,,,false
2025年12月コスト改定,奈良　胡桃,3,,,,,false
2025年12月コスト改定,大和田　沙智,7,,,,,false
2025年12月コスト改定,相良　吉乃,6,,,,,false
2025年12月コスト改定,真白　玲,7,,,,,false
2025年12月コスト改定,武田　詠深,6,,,,,false
2025年12月コスト改定,山崎　珠姫,4,,,,,false
2025年12月コスト改定,中村　希,6,,,,,false
2025年12月コスト改定,藤田　菫,1,,,,,false
2025年12月コスト改定,藤原　理沙,6,,,,,false
2025年12月コスト改定,川崎　稜,1,,,,,false
2025年12月コスト改定,川口　息吹,3,,,,,false
2025年12月コスト改定,岡田　怜,8,,,,,false
2025年12月コスト改定,大村　白菊,1,,,,,false
2025年12月コスト改定,川崎　稜（１年）,1,,,,,false
2025年12月コスト改定,川原　光,10,,,,,false
2025年12月コスト改定,渡邊　詩織,2,,,,,false
2025年12月コスト改定,斉藤　小町,3,2,,,,false
2025年12月コスト改定,長谷川　美咲,1,,,,,false
2025年12月コスト改定,東條　蘭々,1,,,,,false
2025年12月コスト改定,野村　瑞帆,2,,,,,false
2025年12月コスト改定,村松　京子,1,,,,,false
2025年12月コスト改定,中田　奈緒,4,,,,,false
2025年12月コスト改定,リリーブラック,2,,,,,false
2025年12月コスト改定,魅魔（ＡＰ）,15,,,,,false
2025年12月コスト改定,河城　みとり,9,,,,,false
2025年12月コスト改定,明羅（ＡＰ）,12,,,,,false
2025年12月コスト改定,上白沢　慧音（Ｅｘ）,7,,,,,false
2025年12月コスト改定,比那名居　天子（ＡＰ）,10,,,,,false
2025年12月コスト改定,魂魄　妖夢（ＡＰ）,3,,,,,false
2025年12月コスト改定,鈴仙・優曇華院・イナバ（ＡＰ）,2,,,,,false
2025年12月コスト改定,チルノ（ＡＰ）,6,,,,,false
2025年12月コスト改定,鬼人　正邪（ＡＰ）,7,,,,,false
2025年12月コスト改定,永江　衣玖（ＡＰ）,7,,,,,false
2025年12月コスト改定,ゴリアテ人形,4,,,,,false
2025年12月コスト改定,紫安,10,,,,,false
2025年12月コスト改定,つばると,3,,,,,false
2025年12月コスト改定,紫安2,6,,,,,false
2025年12月コスト改定,けいようし,6,,,,,false
2025年12月コスト改定,Einzbern,5,,,,,false
2025年12月コスト改定,智夜,3,,,,,false
2025年12月コスト改定,碧石,7,,,,,false
2025年12月コスト改定,badferd2,4,,,,,false
2025年12月コスト改定,你藍翠2,5,,,,,false
2025年12月コスト改定,mori,9,,,,,false
2025年12月コスト改定,Marshal,4,,,,,false
2025年12月コスト改定,つばると2,3,,,,,false
2025年12月コスト改定,こりゆの2,7,,,,,false
2025年12月コスト改定,蒼真,6,,,,,false
2025年12月コスト改定,智夜2,5,,,,,false
2025年12月コスト改定,ゆだ,4,,,,,false
2025年12月コスト改定,タイカ,7,,,,,false
2025年12月コスト改定,とり2,5,,,,,false
2025年12月コスト改定,植田,5,,,,,false
2025年12月コスト改定,銀河,4,,,,,false
2025年12月コスト改定,MiyaK,9,,,,,false
2025年12月コスト改定,badferd,5,,,,,false
2025年12月コスト改定,mori2,10,,,,,false
2025年12月コスト改定,かじわら,3,,,,,false
2025年12月コスト改定,badferd3,6,,,,,false
2025年12月コスト改定,WERG,4,,,,,false
2025年12月コスト改定,つばると3,2,,,,,false
2025年12月コスト改定,cyan,5,,,,,false
2025年12月コスト改定,おくでら　まさし,10,,,,,false
2025年12月コスト改定,こりゆの,3,,,,,false
2025年12月コスト改定,植田2,6,,,,,false
2025年12月コスト改定,你藍翠,4,,,,,false
2025年12月コスト改定,ナガタ,4,,,,,false
2025年12月コスト改定,とり,5,,,,,false
2025年12月コスト改定,中二,4,,,,,false
2025年12月コスト改定,下神　空,4,,,,,false
2025年12月コスト改定,博麗　霊夢（Ｓ＆Ｆ）,20,,,,,false
2025年12月コスト改定,洩矢　諏訪子（天地人）,8,,,,,false
2025年12月コスト改定,霊烏路　空（地底）,20,,,,,false
2025年12月コスト改定,スターサファイア（妖精帝國）,15,,,,,false
2025年12月コスト改定,西行寺　幽々子（幽冥楼閣）,15,,,,,false
2025年12月コスト改定,カナ・アナベラル（WBC）,5,,,,,false
2025年12月コスト改定,八雲　藍（WBC2）,10,,,,,false
2025年12月コスト改定,少名　針妙丸（霧島）,8,,,,,false
2025年12月コスト改定,因幡　てゐ（茨城）,5,,,,,false
2025年12月コスト改定,古明地　こいし（茨城2）,10,,,,,false
2025年12月コスト改定,野崎 　夕姫（筑波）,2,,,,,false
2025年12月コスト改定,純狐（浜宮）,10,,,,,false
2025年12月コスト改定,サリエル（浜宮2）,10,,,,,false
2025年12月コスト改定,天弓　千亦（草津）,12,,,,,false
2025年12月コスト改定,霧雨　魔理沙（宮崎）,10,,,,,false
2025年12月コスト改定,蘇我　屠自古（下関）,8,,,,,false
2025年12月コスト改定,レミリア・スカーレット（都城）,6,,,,,false
2025年12月コスト改定,初瀬　麻里安（湘南）,2,,,,,false
2025年12月コスト改定,初瀬　麻里安（町田）,8,,,,,false
2025年12月コスト改定,神宮寺　小也香（五所川原）,,,,,,false
2025年12月コスト改定,鎌部　千秋（東京ベイ）,7,,,,,false
2025年12月コスト改定,ナズーリン（多摩）,2,,,,,false
2025年12月コスト改定,杖刀偶　磨弓（北堀江）,10,,,,,false
2025年12月コスト改定,夢子（柴又）,6,,,,,false
2025年12月コスト改定,潮見　凪沙（伏見）,10,,,,,false
2025年12月コスト改定,アリス・マーガトロイド（横須賀）,7,,,,,false
2025年12月コスト改定,射命丸　文（博多）,10,,,,,false
2025年12月コスト改定,エリス（大和）,2,,,,,false
2025年12月コスト改定,八雲　紫（筑紫野）,10,,,,,false
2025年12月コスト改定,綿月　豊姫（須弥山）,4,,,,,false
2025年12月コスト改定,依神　紫苑（雨晴）,7,,,,,false
2025年12月コスト改定,寅丸　星（保土ヶ谷）,5,,,,,false
2025年12月コスト改定,冴月　麟（野手）,4,,,,,false
2025年12月コスト改定,冴月　麟（投手）,9,,,,,false
2025年12月コスト改定,塵塚　ウバメ,2,,,,,false
2025年12月コスト改定,封獣　チミ,6,4,,,,false
2025年12月コスト改定,道神　馴子,4,,,,,false
2025年12月コスト改定,ユイマン・浅間,6,,,,,false
2025年12月コスト改定,磐永　阿梨夜,6,,,,,false
2025年12月コスト改定,渡里　ニナ,7,,,,,false
